,Tweet,Sentiment
2016, Is it correct that currently only a few atms are upgraded to load the new Rupees currency notes in the currency chest,miscellaneous
2017, Is it mandatory to open a saving bank ac along with a PPF a PPF ac be opened without a saving bank,miscellaneous
2018, top class round the clock service from your staff Hats,compliment
2019, I am living in Delhi here is SBI cash is not brought to these whole Very,displeasure
2020, Send Mobile Banks to All Streets to Serve Citizens,miscellaneous
2021, tuk home loan floating in but rate not reduced even after so many rate stuck with this rate,miscellaneous
2022, pls print back page in Hindi,miscellaneous
2023, Long queue outside an ATM,displeasure
2024, i have this very specific complaint on your portal some times,displeasure
2025, RT many of my relatives in came home yesterday post midnight after reconciliation of cas,displeasure
2026, please have separate queues for senior citizens outside your,displeasure
2027, Can we deposit the case twice in Please reply me,miscellaneous
2028, pls make the app login by using mpin insted of id and Tie the app wid particular mobile only,displeasure
2029, RT your officials outside are using abusive You want us to tolerate this Great work,displeasure
2030, refer to my complaint thanks for closing it without resolving to whom u r showing u,displeasure
2031, I had opened Saving account in was outside for my you plz confirm if my account is active or,miscellaneous
2032, in how many branches have you provided this,miscellaneous
2033, ATMs are not operational yet in were told that ATM will be operational from today,miscellaneous
2034, All banks opened after yesterday closed at at Nagda MP,displeasure
2035, I already daily Colling to the SBI office but just they are passing times,displeasure
2036, sir when will come out new note of and from ATM,miscellaneous
2037, Banks closed for public on November,miscellaneous
2038, many screams on very slow moving workers,displeasure
2039, atm of Nagpur Kamptee regions are all When are they going to,displeasure
2040, Pls advise ur branches to accept the life certificate of Pensioners from other Facing issue in bangalore,displeasure
2041, sindri branch is not accepting cash deposit because i have an outstation account kindly update,displeasure
2042, Dear SBI will you let the customers know when you are going to launch state bank upi,miscellaneous
2043, I am resident outside of how can I exchange rupee SBI here is not responding to us,miscellaneous
2044, hope You will take care of those who insert their sim in Like,miscellaneous
2045, When the will start,miscellaneous
2046, ATM charges waived Possibly ATM usage per month abolished Yet to,miscellaneous
2047, Copy paste,miscellaneous
2048, Since you have branches across the advise all overseas people to exchange in your will get full,miscellaneous
2049, awesome experience at Green Glen Layout Although branch yet to get cash for really appreciate,compliment
2050, Dear pls direct banks to prioritise refill of ATMs at hospital premises similar places,miscellaneous
2051, mins outside ATM and the machine ran out of cash,displeasure
2052, also have new notes in working in such case to extend workin,displeasure
2053, Bankers r torching their They hv discontinued electronic,displeasure
2054, for a minor account why is there a compulsory column of monthly can you please explain this,miscellaneous
2055, Got my exchanged note from bhagalpur branch without ny hindrance in all staff are very,compliment
2056, Bank employees working on bank holiday without Kudos to,compliment
2057, SHAME ON Call yourselves STATE BANK OF CHANGE THE NAME TO STATE BANK OF EN,displeasure
2058, Very considerate of you,compliment
2059, Juinagar Navi Mumbai Branch manager denied to take my address change request appl stating that light bill is not,displeasure
2060, bed service in sampla delay in account open bcause choose Pankaj bank manager wasting customer time,displeasure
2061, in this Clean India drive we Reqst sirs also look into this,miscellaneous
2062, Another still waiting for reimbursement of rin rakshak no response from,displeasure
2063, The has become the most valuable firm after it beats market valuations HDFC,miscellaneous
2064, plz arrange to increase Of cash counters in banks,miscellaneous
2065, take actions against your lazy,displeasure
2066, You i m going to sell my all shareof a investor now i realised how bad service provided service to customer,displeasure
2067, sir we have RRB exam on tomorrow but we are facing difficulties due to closed ATMs in Nandyal Please take,displeasure
2068, u cannot equate every deposited as a black money,displeasure
2069, You can get in touch with them through their Twitter handle or their website,miscellaneous
2070, RT sir what will the procedure to return the currency,miscellaneous
2071, Midnight operations not robbery,miscellaneous
2072, Introduce Mobile Vans to Collect Old Notes Deposits Old Notes with New Notes to Double Deposits,miscellaneous
2073, none of your ATM machines in Shastri Bhawan has Kindly act,displeasure
2074, he asked me to contact my home branch for which i will have to travel more than km,displeasure
2075, is daily cash drawal limit or says its one tim,miscellaneous
2076, jst snt u d email with all details w subject complaint unresolved resolve dis ASAP,displeasure
2077, Salute to all the employees for extending their service to the,compliment
2078, for those who have atm cards,miscellaneous
2079, In this scarcity of currency SBI has introduced an online transferring of money through mobile app share to,miscellaneous
2080, Morabhagal Brach has close the gate at where RBI has instruct all brNch to open till,displeasure
2081, Kharghar Sector Navi Mumbai Bank is only exchanging notes for people who hold an account,displeasure
2082, your ATM close today at Bn Pac bhuulanpue varansi time,miscellaneous
2083, online website is down from past hr and iam waiting to make a transaction from past hr,displeasure
2084, Some of the Almost every ATM is out of Agar cash tha nahi to phle bta,displeasure
2085, RT The entire staff at branch extremely much appreciated,compliment
2086, i have registered through able to visit have all these document through email to,miscellaneous
2087, sir cannot receive the slip from bank how can i know the transaction number for complaint,miscellaneous
2088, RT such a bad service of these bank in this crises is not acceptable,displeasure
2089, Pls consider longer hours of operation in rotating shifts fulfill the currency Its a tym effort wid many gains,miscellaneous
